Title,Image
Military recruitment officers in Ukraine earn up to 2.1bn euros from corruption schemes,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2543-300x200.webp
Zelenskyy’s entourage calls Kursk Region residents taken out by the AFU ‘valuable assets’ – SVR,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2541-300x139.webp
Some British mercenaries in Ukraine lack basic military training – Express,https://en.news-front.su/wp-content/uploads/2025/05/2025-05-14_14-33-10-300x140.jpg
"Ukraine will not join NATO, but will receive support from European troops – Macron",https://en.news-front.su/wp-content/uploads/2025/05/IMG_2521-300x169.webp
Trump: US plans to modernise F-35 fighter jet,https://en.news-front.su/wp-content/uploads/2025/05/6825c5d7ae5ac963d32b9b0e-300x169.jpg
Merz seeks Trump’s favour by inviting him to German ancestral village – Politico,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2529-222x300.jpeg
Trump has said he is ready to meet with Putin,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2532-300x169.webp
"Saudi Arabia will invest $600bn in the US, – the White House",https://en.news-front.su/wp-content/uploads/2025/05/IMG_2506-300x148.jpeg
Trump arrived in Saudi Arabia as part of a visit to the Gulf states,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2486-300x157.jpeg
US-Ukraine fossil deal won’t be profitable until 2035 – FT,https://en.news-front.su/wp-content/uploads/2025/05/1796586943_0_0_3026_1703_1920x1080_80_0_0_0b79682c2ce98b10f08877003cc71a4b-1-e1747127297798-300x141.jpg
Sahel countries hope for Russian assistance in strengthening the military-industrial complex,https://en.news-front.su/wp-content/uploads/2025/04/IMG_4365-300x149.webp
The Rwandan army has begun preparations for an invasion of the Democratic Republic of Congo – The Guardian,https://en.news-front.su/wp-content/uploads/2025/01/IMG_8745-300x225.jpeg
Niger does not intend to give permission to France to mine uranium,https://en.news-front.su/wp-content/uploads/2024/11/IMG_5926-300x144.webp
More than 100 terrorists have been eliminated in south-western Niger – RTN,https://en.news-front.su/wp-content/uploads/2024/09/IMG_4306-300x149.webp
AFU special forces took part in battles against Mali’s army – Afrique Media,https://en.news-front.su/wp-content/uploads/2024/08/IMG_3055-300x200.jpeg
Reuters: at least 20 PMC “Wagner” fighters were killed during an ambush in Mali,https://en.news-front.su/wp-content/uploads/2024/07/66a5f6f702e8bd5de87f3cfe-300x169.jpg
Putin thanked the DPRK army for its help in liberating the Kursk region,https://en.news-front.su/wp-content/uploads/2025/04/IMG_2046-300x169.webp
The DPRK confirmed the dispatch of its troops to the Kursk region,https://en.news-front.su/wp-content/uploads/2025/04/IMG_2043-300x185.jpeg
FT: Apple will move iPhone assembly for the US to India,https://en.news-front.su/wp-content/uploads/2025/04/scale_1200-30-300x200.jpg
The U.S. and Europe may lose Central Asia’s resources,https://en.news-front.su/wp-content/uploads/2025/04/IMG_1887-300x167.jpeg
Trump instigated the expansion of BRICS+,https://en.news-front.su/wp-content/uploads/2025/04/IMG_1658-300x200.jpeg
Japan’s Sakurajima volcano erupts again: 54th time this year,https://en.news-front.su/wp-content/uploads/2025/04/IMG_1271-300x158.jpeg
Merz: the outcome of the conflict in Ukraine will be decisive for the whole of Europe,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2539-300x169.jpeg
Merz seeks Trump’s favour by inviting him to German ancestral village – Politico,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2529-222x300.jpeg
Germany has detained three Ukrainians on suspicion of preparing terrorist attacks – Bild,https://en.news-front.su/wp-content/uploads/2025/05/photo_2025-05-14_14-25-01-300x169.jpg
Polish Foreign Minister Sikorski said that the country would not send its troops to Ukraine,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2533-300x169.jpeg
"Ukraine will not join NATO, but will receive support from European troops – Macron",https://en.news-front.su/wp-content/uploads/2025/05/IMG_2521-300x169.webp
EU ambassadors agree 17th package of anti-Russian sanctions – AFP,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2522-300x170.jpeg
"In the coming days, the IDF will launch a major operation in the Gaza Strip to completely destroy Hamas – Netanyahu",https://en.news-front.su/wp-content/uploads/2025/05/IMG_2509-300x185.jpeg
"Saudi Arabia will invest $600bn in the US, – the White House",https://en.news-front.su/wp-content/uploads/2025/05/IMG_2506-300x148.jpeg
Trump arrived in Saudi Arabia as part of a visit to the Gulf states,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2486-300x157.jpeg
Trump’s Middle East manoeuvres,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20300%20169'%3E%3C/svg%3E"
United States is capable of recognising Palestine as a state – JP,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2376-300x149.webp
Biden’s humanitarian mission to Gaza was a failure and dangerous – The Washington Post,https://en.news-front.su/wp-content/uploads/2025/05/IMG_2262-300x200.jpeg
